winner,winning_bid,winner_value,utility,is_llm,bids,trial
Agent_1,77.22035597393744,96.5254449674218,19.30508899348436,False,"{'Agent_0': 50.11803536676951, 'Agent_1': 77.22035597393744, 'Agent_2': 72.3354105513243, 'Agent_3': 70.97325666300723, 'Agent_4': 54.8040494097325}",10
Agent_4,71.90444197287225,89.88055246609031,17.97611049321806,False,"{'Agent_0': 52.57189089414601, 'Agent_1': 52.4681702248162, 'Agent_2': 71.83964742693142, 'Agent_3': 69.90498712980757, 'Agent_4': 71.90444197287225}",11
Agent_2,79.92120340784354,99.90150425980441,19.980300851960877,False,"{'Agent_0': 60.78081616449272, 'Agent_1': 55.01826429303307, 'Agent_2': 79.92120340784354, 'Agent_3': 64.30484139764687, 'Agent_4': 48.47686121652106}",12
Agent_2,69.77539883188247,87.21924853985308,17.443849707970614,False,"{'Agent_0': 59.43432974161552, 'Agent_1': 53.11942405511841, 'Agent_2': 69.77539883188247, 'Agent_3': 67.08508898342316, 'Agent_4': 60.312553973584}",13
Agent_1,79.07450808363579,98.84313510454473,19.768627020908937,False,"{'Agent_0': 64.93165904317239, 'Agent_1': 79.07450808363579, 'Agent_2': 75.54495047150395, 'Agent_3': 55.64835351073763, 'Agent_4': 71.06309821952622}",14
Agent_1,72.59515944503828,90.74394930629784,18.14878986125956,False,"{'Agent_0': 72.02808958693151, 'Agent_1': 72.59515944503828, 'Agent_2': 58.885615136993444, 'Agent_3': 57.39200411671764, 'Agent_4': 49.79854509093392}",15
Agent_0,79.10041916384367,98.87552395480458,19.77510479096091,False,"{'Agent_0': 79.10041916384367, 'Agent_1': 72.38279036966607, 'Agent_2': 77.12849150215006, 'Agent_3': 51.405146329526566, 'Agent_4': 68.00960619412535}",16
Agent_4,80.44357356394558,91.14505914522233,10.701485581276756,True,"{'Agent_0': 67.48704676602152, 'Agent_1': 52.890856593588325, 'Agent_2': 72.40034560240484, 'Agent_3': 65.26012896382802, 'Agent_4': 80.44357356394558}",17
Agent_0,79.90209360788579,83.95778337840916,4.055689770523372,True,"{'Agent_0': 79.90209360788579, 'Agent_1': 63.63538265692634, 'Agent_2': 51.57976721026864, 'Agent_3': 59.61538454978987, 'Agent_4': 79.53028412620199}",18
Agent_2,78.30238224953581,97.87797781191976,19.575595562383953,False,"{'Agent_0': 49.853605327814, 'Agent_1': 72.98616830915024, 'Agent_2': 78.30238224953581, 'Agent_3': 50.740910466172124, 'Agent_4': 63.551694826131644}",19
Agent_0,72.5067017378236,90.63337717227951,18.126675434455905,False,"{'Agent_0': 72.5067017378236, 'Agent_1': 52.10852686399242, 'Agent_2': 63.209036099159405, 'Agent_3': 65.59371499183821, 'Agent_4': 68.35063609294046}",20
Agent_0,78.85961299223857,98.57451624029821,19.714903248059642,False,"{'Agent_0': 78.85961299223857, 'Agent_1': 77.72523177606966, 'Agent_2': 72.16848629234578, 'Agent_3': 74.43343219520217, 'Agent_4': 70.81436713021189}",21
Agent_1,64.56242691313889,80.70303364142362,16.140606728284723,False,"{'Agent_0': 62.01920268526413, 'Agent_1': 64.56242691313889, 'Agent_2': 58.16663488689855, 'Agent_3': 55.19031478500983, 'Agent_4': 58.81873798871857}",22
Agent_2,70.65091028955054,88.31363786193816,17.662727572387624,False,"{'Agent_0': 66.83008366113124, 'Agent_1': 45.68917839558213, 'Agent_2': 70.65091028955054, 'Agent_3': 49.88396054004235, 'Agent_4': 50.15681049952985}",23
Agent_2,85.36042933988038,86.75911113185123,1.3986817919708443,True,"{'Agent_0': 50.267435196436914, 'Agent_1': 55.61614829980785, 'Agent_2': 85.36042933988038, 'Agent_3': 54.855577835854035, 'Agent_4': 52.2339791592008}",24
Agent_0,66.4387727910688,83.048465988836,16.6096931977672,False,"{'Agent_0': 66.4387727910688, 'Agent_1': 55.77591175666319, 'Agent_2': 63.135134174227005, 'Agent_3': 61.02591876754997, 'Agent_4': 58.33610586470022}",25
Agent_4,79.49328676371093,99.36660845463865,19.873321690927725,False,"{'Agent_0': 61.55451593663747, 'Agent_1': 62.944789377173606, 'Agent_2': 69.06608448119636, 'Agent_3': 69.54766551338565, 'Agent_4': 79.49328676371093}",26
Agent_1,73.61896034757437,92.02370043446795,18.404740086893582,False,"{'Agent_0': 71.30283483011785, 'Agent_1': 73.61896034757437, 'Agent_2': 51.49660903183373, 'Agent_3': 53.11901198480495, 'Agent_4': 65.16114412513103}",27
Agent_2,77.54449917683242,96.93062397104052,19.3861247942081,False,"{'Agent_0': 56.9134446293421, 'Agent_1': 62.12382123803777, 'Agent_2': 77.54449917683242, 'Agent_3': 62.18018384171062, 'Agent_4': 75.56317135237857}",28
Agent_4,72.11409612862963,90.14262016078703,18.028524032157407,False,"{'Agent_0': 69.65157595610964, 'Agent_1': 65.29881401920976, 'Agent_2': 48.472251407860824, 'Agent_3': 50.984408837882754, 'Agent_4': 72.11409612862963}",29
Agent_0,63.540516014423,79.42564501802875,15.885129003605748,False,"{'Agent_0': 63.540516014423, 'Agent_1': 54.83991357437382, 'Agent_2': 60.83328936158248, 'Agent_3': 62.116434437372746, 'Agent_4': 60.127139807261315}",30
Agent_0,77.64857835389867,97.06072294237333,19.41214458847466,False,"{'Agent_0': 77.64857835389867, 'Agent_1': 73.1241394174119, 'Agent_2': 67.54243251554016, 'Agent_3': 70.2909281152052, 'Agent_4': 71.37617015729491}",31
Agent_2,78.9986996790131,98.74837459876636,19.74967491975326,False,"{'Agent_0': 52.95349840877006, 'Agent_1': 57.49465041582605, 'Agent_2': 78.9986996790131, 'Agent_3': 77.92716915601164, 'Agent_4': 65.35024644397679}",32
Agent_2,77.42038818662641,96.775485233283,19.355097046656596,False,"{'Agent_0': 54.37633465050479, 'Agent_1': 63.25723254748591, 'Agent_2': 77.42038818662641, 'Agent_3': 64.99603632865733, 'Agent_4': 49.82014655131791}",33
Agent_4,78.13107607133087,97.66384508916357,19.532769017832706,False,"{'Agent_0': 50.192682646521355, 'Agent_1': 55.97111338051479, 'Agent_2': 75.57821446304415, 'Agent_3': 60.92081764218488, 'Agent_4': 78.13107607133087}",34
Agent_4,79.59055808844681,80.91130862127835,1.3207505328315392,True,"{'Agent_0': 67.02461291307013, 'Agent_1': 67.8202083306273, 'Agent_2': 61.41519729074792, 'Agent_3': 66.6775132573192, 'Agent_4': 79.59055808844681}",35
Agent_0,69.43123119263453,86.78903899079316,17.357807798158632,False,"{'Agent_0': 69.43123119263453, 'Agent_1': 62.72041029617647, 'Agent_2': 56.49966440100333, 'Agent_3': 52.18810502807861, 'Agent_4': 68.65602524280479}",36
Agent_1,67.87709617577897,84.84637021972371,16.969274043944736,False,"{'Agent_0': 52.914859587816984, 'Agent_1': 67.87709617577897, 'Agent_2': 66.01579666044627, 'Agent_3': 51.199399965586835, 'Agent_4': 65.20430093125208}",37
Agent_1,91.2762601355306,95.23456694745758,3.958306811926974,True,"{'Agent_0': 77.8643000957987, 'Agent_1': 91.2762601355306, 'Agent_2': 76.13664775950538, 'Agent_3': 59.824866839644294, 'Agent_4': 53.04789863543142}",38
Agent_1,79.59145803620814,99.48932254526017,19.897864509052027,False,"{'Agent_0': 67.5736885032304, 'Agent_1': 79.59145803620814, 'Agent_2': 71.0678369539674, 'Agent_3': 48.250339428869054, 'Agent_4': 74.14733232369478}",39
Agent_0,79.81028238311826,97.55720015708415,17.74691777396589,True,"{'Agent_0': 79.81028238311826, 'Agent_1': 52.29731566058777, 'Agent_2': 51.693717453411274, 'Agent_3': 51.425151286701364, 'Agent_4': 65.70315650831411}",40
Agent_3,75.29321009254072,94.1165126156759,18.823302523135183,False,"{'Agent_0': 54.74014895382218, 'Agent_1': 58.972169209384276, 'Agent_2': 69.99990812164258, 'Agent_3': 75.29321009254072, 'Agent_4': 65.19828007875834}",41
Agent_4,72.67581513662807,90.84476892078509,18.16895378415701,False,"{'Agent_0': 57.91370057574472, 'Agent_1': 61.55442472203924, 'Agent_2': 56.85376716711205, 'Agent_3': 48.113462050809034, 'Agent_4': 72.67581513662807}",42
Agent_2,87.01470432065103,88.22669787039963,1.2119935497485983,True,"{'Agent_0': 53.170623240764364, 'Agent_1': 62.138736379547225, 'Agent_2': 87.01470432065103, 'Agent_3': 65.94901967279189, 'Agent_4': 51.579964178858724}",43
Agent_1,77.23443468243221,93.38380079544066,16.149366113008455,True,"{'Agent_0': 65.45888925457672, 'Agent_1': 77.23443468243221, 'Agent_2': 66.64030612767341, 'Agent_3': 52.73900113815945, 'Agent_4': 52.078256617028444}",44
Agent_0,93.17746426898229,95.95698546105899,2.7795211920767002,True,"{'Agent_0': 93.17746426898229, 'Agent_1': 54.72244922687213, 'Agent_2': 55.984951655133585, 'Agent_3': 51.28939589349714, 'Agent_4': 72.96371973988617}",45
Agent_0,79.16278472439325,98.95348090549156,19.790696181098312,False,"{'Agent_0': 79.16278472439325, 'Agent_1': 71.98328355659326, 'Agent_2': 77.62444232222582, 'Agent_3': 65.99405663093445, 'Agent_4': 53.20005654721404}",46
Agent_4,77.78610835354641,97.23263544193301,19.446527088386603,False,"{'Agent_0': 76.20531854922638, 'Agent_1': 57.97596284581414, 'Agent_2': 71.57006309616263, 'Agent_3': 58.629934974285725, 'Agent_4': 77.78610835354641}",47
Agent_3,75.90933705299487,94.88667131624359,18.97733426324872,False,"{'Agent_0': 56.53778270702311, 'Agent_1': 73.70912742892607, 'Agent_2': 51.45906004489463, 'Agent_3': 75.90933705299487, 'Agent_4': 75.47498404280901}",48
Agent_2,75.88233714761627,94.85292143452033,18.970584286904057,False,"{'Agent_0': 59.1890695822694, 'Agent_1': 74.25716419108998, 'Agent_2': 75.88233714761627, 'Agent_3': 58.55297058847098, 'Agent_4': 69.12106184795613}",49
Agent_1,78.94045132954756,98.67556416193445,19.73511283238689,False,"{'Agent_0': 75.65929414496917, 'Agent_1': 78.94045132954756, 'Agent_2': 70.82962908261285, 'Agent_3': 68.52741563544409, 'Agent_4': 60.789708299521955}",50
Agent_4,82.88134425769499,83.22358934954832,0.34224509185332863,True,"{'Agent_0': 58.59679578286102, 'Agent_1': 48.88321712382835, 'Agent_2': 76.06522917041794, 'Agent_3': 56.35888628448672, 'Agent_4': 82.88134425769499}",51
Agent_2,71.31344194088653,89.14180242610817,17.828360485221637,False,"{'Agent_0': 56.47781793520863, 'Agent_1': 61.90604027406862, 'Agent_2': 71.31344194088653, 'Agent_3': 58.03767405423972, 'Agent_4': 67.3986833057966}",52
Agent_0,76.7841514531584,95.98018931644799,19.19603786328959,False,"{'Agent_0': 76.7841514531584, 'Agent_1': 54.08252078407347, 'Agent_2': 49.4203690788234, 'Agent_3': 73.69623976943929, 'Agent_4': 64.63745115413074}",53
Agent_2,69.25560591716071,86.56950739645089,17.31390147929018,False,"{'Agent_0': 59.65508709700046, 'Agent_1': 60.41283213638835, 'Agent_2': 69.25560591716071, 'Agent_3': 58.56640115336309, 'Agent_4': 58.04530064186752}",54
Agent_3,70.31066925422077,87.88833656777597,17.577667313555196,False,"{'Agent_0': 64.22792012912862, 'Agent_1': 69.34057293138335, 'Agent_2': 58.28883812857062, 'Agent_3': 70.31066925422077, 'Agent_4': 65.7411992853374}",55
Agent_1,76.88977746344266,96.11222182930331,19.222444365860653,False,"{'Agent_0': 69.67417424872745, 'Agent_1': 76.88977746344266, 'Agent_2': 67.69647731044418, 'Agent_3': 54.035807007436084, 'Agent_4': 65.53399082034234}",56
Agent_2,77.4330263957044,84.26646281919051,6.833436423486106,True,"{'Agent_0': 54.725845916244545, 'Agent_1': 73.14428247928257, 'Agent_2': 77.4330263957044, 'Agent_3': 58.311975351569224, 'Agent_4': 62.1371525388145}",57
Agent_1,76.83778642650414,96.04723303313017,19.20944660662603,False,"{'Agent_0': 63.14195794909845, 'Agent_1': 76.83778642650414, 'Agent_2': 73.47279232405697, 'Agent_3': 53.43012467833776, 'Agent_4': 55.71272654884993}",58
Agent_1,74.18955086517326,92.73693858146657,18.547387716293315,False,"{'Agent_0': 58.72602417311363, 'Agent_1': 74.18955086517326, 'Agent_2': 72.03642040130343, 'Agent_3': 69.52946145782936, 'Agent_4': 55.17349577789423}",59
Agent_1,79.48595272901925,99.35744091127405,19.871488182254808,False,"{'Agent_0': 60.08798199161218, 'Agent_1': 79.48595272901925, 'Agent_2': 67.56076713794177, 'Agent_3': 72.5916588480063, 'Agent_4': 62.573317388162856}",60
Agent_1,70.28333601569616,87.8541700196202,17.570834003924034,False,"{'Agent_0': 54.221927575670705, 'Agent_1': 70.28333601569616, 'Agent_2': 63.820069408333985, 'Agent_3': 55.80750206651004, 'Agent_4': 64.80128982902013}",61
Agent_0,81.05265956278008,91.136816270693,10.084156707912925,True,"{'Agent_0': 81.05265956278008, 'Agent_1': 55.002916377994225, 'Agent_2': 73.73151539754058, 'Agent_3': 70.26917684506363, 'Agent_4': 62.86559630637608}",62
Agent_3,79.61255849812635,99.51569812265792,19.903139624531576,False,"{'Agent_0': 77.28101703014183, 'Agent_1': 73.64533125511245, 'Agent_2': 69.36248744276331, 'Agent_3': 79.61255849812635, 'Agent_4': 67.05447419102143}",63
Agent_3,90.82713053383914,93.2227667888566,2.3956362550174646,True,"{'Agent_0': 67.60487432837641, 'Agent_1': 71.01676676083095, 'Agent_2': 64.15290127438087, 'Agent_3': 90.82713053383914, 'Agent_4': 65.53190241954651}",64
Agent_2,74.87561241094147,93.59451551367684,18.718903102735368,False,"{'Agent_0': 62.40223223190105, 'Agent_1': 72.05685716801638, 'Agent_2': 74.87561241094147, 'Agent_3': 61.93213839524498, 'Agent_4': 72.8855947306871}",65
Agent_4,58.230706189400394,72.78838273675049,14.557676547350098,False,"{'Agent_0': 56.78711830136123, 'Agent_1': 55.84531201170113, 'Agent_2': 57.14330082762088, 'Agent_3': 56.69488342662991, 'Agent_4': 58.230706189400394}",66
Agent_1,62.721672142275,75.32141169725352,12.599739554978527,True,"{'Agent_0': 52.826581056418775, 'Agent_1': 62.721672142275, 'Agent_2': 52.889768530468736, 'Agent_3': 54.846492067391594, 'Agent_4': 61.27577266874298}",67
Agent_3,88.8713587552092,96.19353913360708,7.322180378397874,True,"{'Agent_0': 61.30477549130099, 'Agent_1': 54.618700464461135, 'Agent_2': 61.44459256874961, 'Agent_3': 88.8713587552092, 'Agent_4': 66.6905412545352}",68
Agent_4,93.04192527790192,94.13791802276418,1.095992744862258,True,"{'Agent_0': 60.17219292568677, 'Agent_1': 48.18867467468778, 'Agent_2': 59.256281685498394, 'Agent_3': 72.11120400190035, 'Agent_4': 93.04192527790192}",69
Agent_3,78.4788142984946,95.91245389596781,17.433639597473217,True,"{'Agent_0': 65.22305816352741, 'Agent_1': 71.50828994420344, 'Agent_2': 73.59578147012057, 'Agent_3': 78.4788142984946, 'Agent_4': 63.623343281608015}",70
Agent_2,69.7325403209072,87.165675401134,17.43313508022679,False,"{'Agent_0': 48.92879423829489, 'Agent_1': 58.75614539834824, 'Agent_2': 69.7325403209072, 'Agent_3': 66.03008859586727, 'Agent_4': 53.28143139851228}",71
Agent_0,79.38310328060555,99.22887910075693,19.845775820151374,False,"{'Agent_0': 79.38310328060555, 'Agent_1': 62.73130405020524, 'Agent_2': 77.0217236027766, 'Agent_3': 66.94056882009316, 'Agent_4': 69.21599221875717}",72
Agent_1,62.77435020964838,78.46793776206047,15.69358755241209,False,"{'Agent_0': 52.34238359137805, 'Agent_1': 62.77435020964838, 'Agent_2': 49.60910827163608, 'Agent_3': 62.51488807510569, 'Agent_4': 54.77312909476741}",73
Agent_3,87.53637667472698,93.39643659648485,5.860059921757866,True,"{'Agent_0': 56.9042117004418, 'Agent_1': 78.43853183553797, 'Agent_2': 61.49007445627964, 'Agent_3': 87.53637667472698, 'Agent_4': 63.04981875881751}",74
Agent_0,93.85236976877621,99.99631314036837,6.143943371592158,True,"{'Agent_0': 93.85236976877621, 'Agent_1': 59.198730999045885, 'Agent_2': 68.804610983996, 'Agent_3': 72.99945758754863, 'Agent_4': 68.85614896780446}",75
Agent_4,69.42268302783714,86.77835378479642,17.355670756959285,False,"{'Agent_0': 54.37954183560105, 'Agent_1': 54.185881347039, 'Agent_2': 52.87623506511329, 'Agent_3': 52.0390711959746, 'Agent_4': 69.42268302783714}",76
Agent_4,78.8395118112387,98.54938976404836,19.709877952809663,False,"{'Agent_0': 62.881087469927074, 'Agent_1': 65.30341444288182, 'Agent_2': 59.804645578334124, 'Agent_3': 67.38856616192997, 'Agent_4': 78.8395118112387}",77
Agent_0,78.87106473709082,98.58883092136351,19.71776618427269,False,"{'Agent_0': 78.87106473709082, 'Agent_1': 63.65132792047601, 'Agent_2': 48.82170961591891, 'Agent_3': 57.982631820630246, 'Agent_4': 69.67511317921308}",78
Agent_3,86.16573136227731,93.22286535121273,7.057133988935419,True,"{'Agent_0': 78.12705915332191, 'Agent_1': 54.3465528669349, 'Agent_2': 66.94713155999527, 'Agent_3': 86.16573136227731, 'Agent_4': 55.77118017718823}",79
Agent_3,79.48301924846949,99.35377406058686,19.87075481211737,False,"{'Agent_0': 75.20938365084149, 'Agent_1': 67.21317167413902, 'Agent_2': 54.2600161756565, 'Agent_3': 79.48301924846949, 'Agent_4': 73.04433108355263}",80
Agent_0,69.16868290199538,86.46085362749423,17.29217072549885,False,"{'Agent_0': 69.16868290199538, 'Agent_1': 50.2066155686285, 'Agent_2': 68.72138412981776, 'Agent_3': 52.79461113566267, 'Agent_4': 61.44187970693849}",81
Agent_3,82.41638648377919,88.29234574824308,5.875959264463887,True,"{'Agent_0': 78.74520215086653, 'Agent_1': 68.33872339524628, 'Agent_2': 74.51863395207867, 'Agent_3': 82.41638648377919, 'Agent_4': 61.93558864024567}",82
Agent_2,81.7159167793013,90.98565801486299,9.269741235561696,True,"{'Agent_0': 67.70919532971364, 'Agent_1': 77.42776502088856, 'Agent_2': 81.7159167793013, 'Agent_3': 62.875960692304254, 'Agent_4': 74.42350714946417}",83
Agent_3,76.21219788808871,95.26524736011088,19.053049472022167,False,"{'Agent_0': 75.25482112061862, 'Agent_1': 74.58339260449931, 'Agent_2': 54.97324376538715, 'Agent_3': 76.21219788808871, 'Agent_4': 55.80363005411059}",84
Agent_0,69.3820310542558,86.72753881781975,17.345507763563944,False,"{'Agent_0': 69.3820310542558, 'Agent_1': 58.76469183652401, 'Agent_2': 63.817808115709504, 'Agent_3': 58.4004533724403, 'Agent_4': 66.67882134708093}",85
Agent_2,86.90411191497465,88.04735001328807,1.143238098313418,True,"{'Agent_0': 58.89084298125709, 'Agent_1': 76.17023935226321, 'Agent_2': 86.90411191497465, 'Agent_3': 56.84059442419792, 'Agent_4': 48.32483566203767}",86
Agent_2,65.76563877061955,82.20704846327443,16.441409692654886,False,"{'Agent_0': 64.63639232541165, 'Agent_1': 61.005699989456616, 'Agent_2': 65.76563877061955, 'Agent_3': 55.690365955974904, 'Agent_4': 63.23497954509327}",87
Agent_3,78.5000752790727,87.67148621180807,9.17141093273537,True,"{'Agent_0': 73.37385178023416, 'Agent_1': 50.9777072177495, 'Agent_2': 55.091084815120965, 'Agent_3': 78.5000752790727, 'Agent_4': 57.798592964162836}",88
Agent_2,79.89220684669863,99.86525855837328,19.973051711674657,False,"{'Agent_0': 65.71113456032799, 'Agent_1': 59.00023661267849, 'Agent_2': 79.89220684669863, 'Agent_3': 70.81519474792141, 'Agent_4': 59.257936883653386}",89
Agent_4,65.14764689228001,81.43455861535,16.28691172306999,False,"{'Agent_0': 56.04491763843013, 'Agent_1': 51.86098831207379, 'Agent_2': 63.67823041999291, 'Agent_3': 51.82575172016169, 'Agent_4': 65.14764689228001}",90
Agent_1,80.51792489408743,89.54418614035802,9.026261246270593,True,"{'Agent_0': 54.129311136337435, 'Agent_1': 80.51792489408743, 'Agent_2': 56.84798806299806, 'Agent_3': 66.86678099074531, 'Agent_4': 72.32665265193864}",91
Agent_0,72.93156092436496,93.30513453308271,20.37357360871775,True,"{'Agent_0': 72.93156092436496, 'Agent_1': 57.47988682448463, 'Agent_2': 59.54819421278037, 'Agent_3': 57.67256284097394, 'Agent_4': 70.656591542753}",92
Agent_0,86.3746345895473,98.97179724410952,12.597162654562226,True,"{'Agent_0': 86.3746345895473, 'Agent_1': 65.70748693755547, 'Agent_2': 70.31735657312622, 'Agent_3': 52.04094377466909, 'Agent_4': 75.79075831241421}",93
Agent_0,81.74018993328582,82.96256878505329,1.2223788517674734,True,"{'Agent_0': 81.74018993328582, 'Agent_1': 63.02070223777633, 'Agent_2': 62.09500154035233, 'Agent_3': 53.899637452482615, 'Agent_4': 49.644054949874494}",94
Agent_4,69.96643258419253,87.45804073024067,17.491608146048137,False,"{'Agent_0': 51.65078850319759, 'Agent_1': 50.09098992364584, 'Agent_2': 63.73588992931418, 'Agent_3': 65.46203672857585, 'Agent_4': 69.96643258419253}",95
Agent_0,78.372020555457,97.96502569432124,19.593005138864243,False,"{'Agent_0': 78.372020555457, 'Agent_1': 50.72578906867937, 'Agent_2': 55.94211056672372, 'Agent_3': 65.85833710776411, 'Agent_4': 68.90804838870966}",96
Agent_4,94.17138776558153,94.4066666330472,0.2352788674656665,True,"{'Agent_0': 55.22198838608111, 'Agent_1': 64.72232112416697, 'Agent_2': 62.41646287644014, 'Agent_3': 62.167072128618514, 'Agent_4': 94.17138776558153}",97
Agent_2,89.19161349023264,98.40435109737197,9.212737607139331,True,"{'Agent_0': 66.19614305997547, 'Agent_1': 49.92736973992131, 'Agent_2': 89.19161349023264, 'Agent_3': 51.17547439279323, 'Agent_4': 72.40758733935068}",98
Agent_0,69.13370039014517,86.41712548768146,17.283425097536295,False,"{'Agent_0': 69.13370039014517, 'Agent_1': 53.02582698818807, 'Agent_2': 57.754998493396634, 'Agent_3': 50.40207580483738, 'Agent_4': 48.08562312329235}",99
